study,participant.id,start.date,end.date,excluded.selective,advice,advice.algorithm,moroccan.teacher.cond,moroccan.teacher.cond.lab,moroccan.teacher.cond.bi,moroccan.teacher.cond.bi.lab,timer.minutes,decision,decision.lab,score.teacher.selected,follow.advice,decision.comb,man.check.advice,man.check.evaluation,score.teacher.selected.guess,man.check.score.exact,man.check.score,female,age,high.education,familiarity.algorithms.gov
study 3,study3_129,2/2/2021 17:59,2/2/2021 18:12,0,human,0,0,0 none,0,Dutch teacher,13,1,1. Verhagen,4,1,1. Select teacher with lowest ILE score,1,1,4,1,1,1,50,1,1
study 3,study3_130,2/2/2021 18:10,2/2/2021 18:17,1,human,0,0,0 none,0,Dutch teacher,7,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,0,45,1,1
study 3,study3_131,2/2/2021 18:16,2/2/2021 18:42,0,human,0,0,0 none,0,Dutch teacher,26,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,62,1,0
study 3,study3_132,2/2/2021 18:23,2/15/2021 18:33,0,human,0,0,0 none,0,Dutch teacher,18730,1,1. Verhagen,4,1,1. Select teacher with lowest ILE score,1,1,8,0,0,0,56,0,1
study 3,study3_133,2/2/2021 18:30,2/2/2021 18:35,0,human,0,0,0 none,0,Dutch teacher,5,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,53,1,1
study 3,study3_134,2/2/2021 18:34,2/2/2021 18:48,0,human,0,0,0 none,0,Dutch teacher,14,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,61,1,1
study 3,study3_135,2/2/2021 18:38,2/2/2021 18:59,1,human,0,0,0 none,0,Dutch teacher,21,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,0,8,1,1,1,49,0,1
study 3,study3_136,2/2/2021 18:46,2/2/2021 19:03,0,human,0,0,0 none,0,Dutch teacher,16,1,1. Verhagen,4,1,1. Select teacher with lowest ILE score,1,1,4,1,1,1,52,1,0
study 3,study3_137,2/2/2021 18:51,2/2/2021 19:06,0,human,0,0,0 none,0,Dutch teacher,15,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,56,1,0
study 3,study3_138,2/2/2021 19:00,2/2/2021 19:57,1,human,0,0,0 none,0,Dutch teacher,57,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,0,8,1,1,0,53,1,1
study 3,study3_139,2/2/2021 19:00,2/2/2021 19:17,0,human,0,0,0 none,0,Dutch teacher,16,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,50,1,1
study 3,study3_140,2/2/2021 19:17,2/2/2021 19:25,0,human,0,0,0 none,0,Dutch teacher,8,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,57,0,1
study 3,study3_141,2/2/2021 19:56,2/2/2021 20:15,0,human,0,0,0 none,0,Dutch teacher,20,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,62,1,1
study 3,study3_142,2/2/2021 20:18,2/2/2021 20:32,0,human,0,0,0 none,0,Dutch teacher,14,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,62,1,1
study 3,study3_143,2/2/2021 20:21,2/2/2021 20:26,0,human,0,0,0 none,0,Dutch teacher,5,1,1. Verhagen,4,1,1. Select teacher with lowest ILE score,0,0,4,1,1,NA,42,0,0
study 3,study3_144,2/2/2021 20:29,2/2/2021 20:41,1,human,0,0,0 none,0,Dutch teacher,13,1,1. Verhagen,4,1,1. Select teacher with lowest ILE score,1,1,4,1,1,NA,54,1,1
study 3,study3_145,2/2/2021 20:45,2/2/2021 21:01,0,human,0,0,0 none,0,Dutch teacher,16,2,2. Jansen,6,0,3. Other selection,1,0,4,0,1,0,62,1,0
study 3,study3_146,2/2/2021 20:49,2/2/2021 20:56,0,human,0,0,0 none,0,Dutch teacher,8,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,55,1,1
study 3,study3_147,2/2/2021 20:49,2/2/2021 21:40,0,human,0,0,0 none,0,Dutch teacher,51,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,57,1,1
study 3,study3_148,2/2/2021 20:58,2/19/2021 19:05,0,human,0,0,0 none,0,Dutch teacher,24367,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,55,1,1
study 3,study3_149,2/2/2021 21:01,2/2/2021 21:22,0,human,0,0,0 none,0,Dutch teacher,21,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,51,1,1
study 3,study3_150,2/2/2021 21:02,2/2/2021 21:09,0,human,0,0,0 none,0,Dutch teacher,7,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,0,0,65,1,0
study 3,study3_151,2/2/2021 21:18,2/2/2021 21:34,0,human,0,0,0 none,0,Dutch teacher,16,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,0,57,1,1
study 3,study3_152,2/2/2021 21:19,2/2/2021 21:39,1,human,0,0,0 none,0,Dutch teacher,20,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,4,0,0,1,54,1,1
study 3,study3_153,2/2/2021 21:37,2/2/2021 21:50,0,human,0,0,0 none,0,Dutch teacher,13,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,55,1,1
study 3,study3_154,2/2/2021 21:42,2/2/2021 21:51,0,human,0,0,0 none,0,Dutch teacher,8,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,54,1,1
study 3,study3_155,2/2/2021 21:50,2/2/2021 21:57,0,human,0,0,0 none,0,Dutch teacher,7,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,0,62,1,0
study 3,study3_156,2/2/2021 21:56,2/2/2021 22:05,0,human,0,0,0 none,0,Dutch teacher,9,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,48,1,1
study 3,study3_157,2/2/2021 22:00,2/2/2021 22:09,0,human,0,0,0 none,0,Dutch teacher,9,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,65,1,1
study 3,study3_158,2/2/2021 22:02,2/2/2021 22:21,0,human,0,0,0 none,0,Dutch teacher,19,1,1. Verhagen,4,1,1. Select teacher with lowest ILE score,1,0,4,1,1,1,52,1,1
study 3,study3_159,2/2/2021 22:53,2/2/2021 23:12,0,human,0,0,0 none,0,Dutch teacher,19,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,62,0,1
study 3,study3_160,2/2/2021 23:25,2/2/2021 23:35,0,human,0,0,0 none,0,Dutch teacher,10,2,2. Jansen,6,0,3. Other selection,1,1,6,1,1,1,52,1,0
study 3,study3_161,2/3/2021 5:01,2/3/2021 5:31,0,human,0,0,0 none,0,Dutch teacher,31,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,60,1,1
study 3,study3_162,2/3/2021 6:31,2/3/2021 6:51,1,human,0,0,0 none,0,Dutch teacher,20,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,57,1,1
study 3,study3_163,2/3/2021 7:34,2/3/2021 7:40,0,human,0,0,0 none,0,Dutch teacher,6,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,0,0,49,1,1
study 3,study3_164,2/3/2021 8:17,2/3/2021 8:24,0,human,0,0,0 none,0,Dutch teacher,7,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,0,44,1,1
study 3,study3_165,2/3/2021 8:40,2/3/2021 9:01,1,human,0,0,0 none,0,Dutch teacher,21,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,0,8,1,1,0,65,1,1
study 3,study3_166,2/3/2021 8:42,2/3/2021 9:02,0,human,0,0,0 none,0,Dutch teacher,20,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,57,0,0
study 3,study3_167,2/3/2021 8:47,2/3/2021 8:57,0,human,0,0,0 none,0,Dutch teacher,10,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,56,1,1
study 3,study3_168,2/3/2021 8:47,2/3/2021 9:05,1,human,0,0,0 none,0,Dutch teacher,17,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,71,1,1
study 3,study3_169,2/3/2021 8:54,2/3/2021 9:01,0,human,0,0,0 none,0,Dutch teacher,7,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,0,41,1,1
study 3,study3_170,2/3/2021 8:55,2/3/2021 9:08,0,human,0,0,0 none,0,Dutch teacher,13,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,1,0,56,0,1
study 3,study3_171,2/3/2021 8:57,2/3/2021 9:10,0,human,0,0,0 none,0,Dutch teacher,12,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,0,65,1,0
study 3,study3_172,2/3/2021 9:17,2/3/2021 9:29,0,human,0,0,0 none,0,Dutch teacher,12,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,49,NA,0
study 3,study3_173,2/3/2021 9:19,2/3/2021 9:26,0,human,0,0,0 none,0,Dutch teacher,7,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,1,1,60,1,0
study 3,study3_174,2/3/2021 9:20,2/12/2021 15:23,0,human,0,0,0 none,0,Dutch teacher,13323,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,60,1,0
study 3,study3_175,2/3/2021 9:31,2/3/2021 9:47,1,human,0,0,0 none,0,Dutch teacher,16,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,1,1,49,1,1
study 3,study3_176,2/3/2021 9:33,2/3/2021 9:42,0,human,0,0,0 none,0,Dutch teacher,9,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,59,1,1
study 3,study3_177,2/3/2021 9:36,2/3/2021 9:47,0,human,0,0,0 none,0,Dutch teacher,10,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,0,8,1,1,0,47,1,1
study 3,study3_178,2/3/2021 9:51,2/3/2021 10:22,0,human,0,0,0 none,0,Dutch teacher,31,2,2. Jansen,6,0,3. Other selection,1,0,4,0,0,1,67,1,0
study 3,study3_179,2/3/2021 9:57,2/3/2021 10:09,0,human,0,0,0 none,0,Dutch teacher,12,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,60,0,1
study 3,study3_180,2/3/2021 10:14,2/15/2021 10:18,0,human,0,0,0 none,0,Dutch teacher,17284,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,6,0,0,0,63,0,0
study 3,study3_181,2/3/2021 10:44,2/3/2021 11:03,1,human,0,0,0 none,0,Dutch teacher,18,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,58,1,1
study 3,study3_182,2/3/2021 10:49,2/3/2021 10:59,0,human,0,0,0 none,0,Dutch teacher,11,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,54,1,1
study 3,study3_183,2/3/2021 11:03,2/3/2021 11:10,0,human,0,0,0 none,0,Dutch teacher,7,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,5,0,0,0,64,0,1
study 3,study3_184,2/3/2021 11:06,2/3/2021 11:18,0,human,0,0,0 none,0,Dutch teacher,12,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,58,1,1
study 3,study3_185,2/3/2021 11:11,2/3/2021 11:20,0,human,0,0,0 none,0,Dutch teacher,9,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,64,1,1
study 3,study3_186,2/3/2021 11:18,2/3/2021 11:32,0,human,0,0,0 none,0,Dutch teacher,14,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,0,0,61,1,0
study 3,study3_187,2/3/2021 11:20,2/3/2021 11:34,0,human,0,0,0 none,0,Dutch teacher,13,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,59,1,0
study 3,study3_188,2/3/2021 11:22,2/3/2021 11:30,0,human,0,0,0 none,0,Dutch teacher,9,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,61,0,0
study 3,study3_189,2/3/2021 11:22,2/3/2021 11:32,0,human,0,0,0 none,0,Dutch teacher,10,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,0,52,1,1
study 3,study3_190,2/3/2021 11:26,2/3/2021 11:36,0,human,0,0,0 none,0,Dutch teacher,10,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,1,1,53,1,0
study 3,study3_191,2/3/2021 11:27,2/3/2021 11:39,0,human,0,0,0 none,0,Dutch teacher,12,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,0,0,62,0,0
study 3,study3_192,2/3/2021 11:29,2/3/2021 11:47,0,human,0,0,0 none,0,Dutch teacher,18,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,0,1,50,1,1
study 3,study3_193,2/3/2021 11:36,2/3/2021 11:59,0,human,0,0,0 none,0,Dutch teacher,24,2,2. Jansen,6,0,3. Other selection,1,0,6,1,1,0,57,0,1
study 3,study3_194,2/3/2021 11:55,2/3/2021 12:29,0,human,0,0,0 none,0,Dutch teacher,34,2,2. Jansen,6,0,3. Other selection,1,1,6,1,1,1,63,1,0
study 3,study3_195,2/3/2021 12:36,2/3/2021 12:45,0,human,0,0,0 none,0,Dutch teacher,10,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,0,4,0,1,1,63,1,0
study 3,study3_196,2/3/2021 13:25,2/3/2021 13:36,0,human,0,0,0 none,0,Dutch teacher,11,1,1. Verhagen,4,1,1. Select teacher with lowest ILE score,1,1,4,1,1,1,50,1,1
study 3,study3_197,2/3/2021 13:49,2/3/2021 14:00,0,human,0,0,0 none,0,Dutch teacher,11,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,0,63,1,1
study 3,study3_198,2/3/2021 14:07,2/3/2021 14:31,0,human,0,0,0 none,0,Dutch teacher,24,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,64,1,0
study 3,study3_199,2/3/2021 14:38,2/3/2021 14:44,0,human,0,0,0 none,0,Dutch teacher,6,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,45,1,0
study 3,study3_200,2/3/2021 14:42,2/3/2021 14:48,0,human,0,0,0 none,0,Dutch teacher,6,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,6,0,0,0,59,0,0
study 3,study3_201,2/3/2021 15:05,2/3/2021 15:21,0,human,0,0,0 none,0,Dutch teacher,16,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,50,1,0
study 3,study3_202,2/3/2021 15:06,2/3/2021 15:12,1,human,0,0,0 none,0,Dutch teacher,6,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,0,1,49,1,1
study 3,study3_203,2/3/2021 16:06,2/3/2021 16:15,0,human,0,0,0 none,0,Dutch teacher,8,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,51,1,1
study 3,study3_204,2/3/2021 16:07,2/3/2021 16:18,0,human,0,0,0 none,0,Dutch teacher,11,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,67,1,1
study 3,study3_205,2/3/2021 16:43,2/3/2021 16:58,1,human,0,0,0 none,0,Dutch teacher,15,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,1,1,33,1,1
study 3,study3_206,2/3/2021 16:54,2/3/2021 17:06,0,human,0,0,0 none,0,Dutch teacher,12,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,0,56,1,1
study 3,study3_207,2/3/2021 17:34,2/3/2021 17:44,0,human,0,0,0 none,0,Dutch teacher,10,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,0,62,0,1
study 3,study3_208,2/3/2021 17:48,2/3/2021 17:57,0,human,0,0,0 none,0,Dutch teacher,9,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,4,0,0,0,54,1,1
study 3,study3_209,2/3/2021 19:07,2/3/2021 19:24,0,human,0,0,0 none,0,Dutch teacher,16,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,62,1,1
study 3,study3_210,2/3/2021 19:09,2/3/2021 19:13,0,human,0,0,0 none,0,Dutch teacher,4,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,0,44,1,1
study 3,study3_211,2/3/2021 19:17,2/3/2021 19:30,0,human,0,0,0 none,0,Dutch teacher,13,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,62,1,1
study 3,study3_212,2/3/2021 19:39,2/3/2021 19:53,1,human,0,0,0 none,0,Dutch teacher,15,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,41,1,1
study 3,study3_213,2/3/2021 20:00,2/3/2021 20:08,0,human,0,0,0 none,0,Dutch teacher,9,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,61,0,0
study 3,study3_214,2/3/2021 20:42,2/3/2021 20:49,1,human,0,0,0 none,0,Dutch teacher,7,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,43,1,0
study 3,study3_215,2/3/2021 21:16,2/3/2021 21:30,0,human,0,0,0 none,0,Dutch teacher,14,1,1. Verhagen,4,1,1. Select teacher with lowest ILE score,1,1,4,1,1,0,63,1,1
study 3,study3_216,2/3/2021 21:28,2/3/2021 21:48,0,human,0,0,0 none,0,Dutch teacher,20,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,60,1,1
study 3,study3_217,2/3/2021 23:46,2/4/2021 0:06,0,human,0,0,0 none,0,Dutch teacher,20,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,65,1,1
study 3,study3_218,2/4/2021 10:32,2/4/2021 10:56,0,human,0,0,0 none,0,Dutch teacher,24,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,1,1,60,0,0
study 3,study3_219,2/4/2021 10:45,2/4/2021 10:53,0,human,0,0,0 none,0,Dutch teacher,9,2,2. Jansen,6,0,3. Other selection,1,1,6,1,1,0,60,1,1
study 3,study3_220,2/4/2021 14:31,2/15/2021 13:50,0,human,0,0,0 none,0,Dutch teacher,15799,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,1,1,41,1,1
study 3,study3_221,2/4/2021 19:24,2/5/2021 9:14,0,human,0,0,0 none,0,Dutch teacher,830,1,1. Verhagen,4,1,1. Select teacher with lowest ILE score,1,1,4,1,1,1,49,1,0
study 3,study3_222,2/4/2021 19:48,2/4/2021 20:08,0,human,0,0,0 none,0,Dutch teacher,20,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,66,1,1
study 3,study3_223,2/4/2021 20:57,2/4/2021 21:06,0,human,0,0,0 none,0,Dutch teacher,9,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,0,45,1,0
study 3,study3_224,2/4/2021 22:17,2/4/2021 22:24,0,human,0,0,0 none,0,Dutch teacher,7,1,1. Verhagen,4,1,1. Select teacher with lowest ILE score,1,1,4,1,0,0,43,1,1
study 3,study3_225,2/5/2021 7:43,2/5/2021 7:56,0,human,0,0,0 none,0,Dutch teacher,13,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,0,8,1,1,0,60,1,0
study 3,study3_226,2/5/2021 8:22,2/5/2021 8:40,0,human,0,0,0 none,0,Dutch teacher,17,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,0,1,53,1,1
study 3,study3_227,2/5/2021 8:50,2/5/2021 12:44,0,human,0,0,0 none,0,Dutch teacher,234,1,1. Verhagen,4,1,1. Select teacher with lowest ILE score,1,1,4,1,1,1,58,1,0
study 3,study3_228,2/5/2021 9:22,2/5/2021 9:33,0,human,0,0,0 none,0,Dutch teacher,11,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,1,0,64,1,1
study 3,study3_229,2/5/2021 9:36,2/5/2021 11:01,0,human,0,0,0 none,0,Dutch teacher,85,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,0,8,1,0,0,64,0,1
study 3,study3_230,2/5/2021 11:10,2/5/2021 11:30,0,human,0,0,0 none,0,Dutch teacher,20,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,50,1,1
study 3,study3_231,2/5/2021 12:24,2/5/2021 12:36,0,human,0,0,0 none,0,Dutch teacher,13,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,58,1,1
study 3,study3_232,2/5/2021 13:21,2/5/2021 13:40,0,human,0,0,0 none,0,Dutch teacher,18,1,1. Verhagen,4,1,1. Select teacher with lowest ILE score,1,1,4,1,1,0,61,1,1
study 3,study3_233,2/5/2021 17:04,2/5/2021 17:11,0,human,0,0,0 none,0,Dutch teacher,8,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,59,1,0
study 3,study3_234,2/5/2021 23:49,2/5/2021 23:58,0,human,0,0,0 none,0,Dutch teacher,8,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,6,0,0,0,55,0,1
study 3,study3_235,2/6/2021 13:33,2/6/2021 13:43,0,human,0,0,0 none,0,Dutch teacher,10,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,0,8,1,1,0,56,1,0
study 3,study3_236,2/6/2021 14:08,2/6/2021 14:15,1,human,0,0,0 none,0,Dutch teacher,7,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,63,1,1
study 3,study3_237,2/6/2021 16:43,2/6/2021 16:53,0,human,0,0,0 none,0,Dutch teacher,10,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,52,0,0
study 3,study3_238,2/6/2021 17:11,2/6/2021 17:23,0,human,0,0,0 none,0,Dutch teacher,12,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,4,0,1,0,45,1,1
study 3,study3_239,2/6/2021 19:25,2/6/2021 19:35,0,human,0,0,0 none,0,Dutch teacher,10,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,55,1,1
study 3,study3_240,2/7/2021 11:52,2/7/2021 12:15,0,human,0,0,0 none,0,Dutch teacher,24,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,65,1,1
study 3,study3_241,2/7/2021 14:37,2/7/2021 14:48,0,human,0,0,0 none,0,Dutch teacher,11,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,57,1,0
study 3,study3_242,2/7/2021 15:25,2/7/2021 15:38,0,human,0,0,0 none,0,Dutch teacher,12,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,54,1,1
study 3,study3_243,2/7/2021 16:27,2/7/2021 16:39,0,human,0,0,0 none,0,Dutch teacher,12,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,53,1,1
study 3,study3_244,2/8/2021 8:45,2/8/2021 9:14,0,human,0,0,0 none,0,Dutch teacher,29,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,1,0,56,0,1
study 3,study3_245,2/8/2021 14:52,2/8/2021 15:07,0,human,0,0,0 none,0,Dutch teacher,14,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,54,1,0
study 3,study3_246,2/8/2021 15:45,2/8/2021 16:15,1,human,0,0,0 none,0,Dutch teacher,31,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,59,1,1
study 3,study3_247,2/8/2021 16:17,2/8/2021 16:39,0,human,0,0,0 none,0,Dutch teacher,22,2,2. Jansen,6,0,3. Other selection,1,1,6,1,1,0,57,1,1
study 3,study3_248,2/9/2021 6:28,2/9/2021 6:48,0,human,0,0,0 none,0,Dutch teacher,20,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,64,0,1
study 3,study3_249,2/11/2021 21:19,2/11/2021 22:13,0,human,0,0,0 none,0,Dutch teacher,53,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,0,0,62,1,1
study 3,study3_250,2/15/2021 9:34,2/15/2021 10:01,0,human,0,0,0 none,0,Dutch teacher,27,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,56,1,0
study 3,study3_251,2/15/2021 9:35,2/15/2021 9:44,0,human,0,0,0 none,0,Dutch teacher,9,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,59,0,1
study 3,study3_252,2/15/2021 9:35,2/15/2021 9:40,1,human,0,0,0 none,0,Dutch teacher,5,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,1,0,59,1,1
study 3,study3_253,2/15/2021 9:36,2/15/2021 9:49,0,human,0,0,0 none,0,Dutch teacher,13,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,59,1,1
study 3,study3_254,2/15/2021 9:40,2/15/2021 9:47,0,human,0,0,0 none,0,Dutch teacher,7,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,0,8,1,1,0,45,1,0
study 3,study3_255,2/15/2021 9:42,2/15/2021 9:56,1,human,0,0,0 none,0,Dutch teacher,14,3,3. Den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,54,1,1
study 3,study3_256,2/15/2021 9:45,2/15/2021 10:14,0,human,0,0,0 none,0,Dutch teacher,28,2,2. Jansen,6,0,3. Other selection,1,1,6,1,1,1,61,0,1
