study,participant.id,start.date,end.date,IMC,excluded,excluded.selective,advice,advice.algorithm,moroccan.teacher.cond,moroccan.teacher.cond.lab,moroccan.teacher.cond.bi,moroccan.teacher.cond.bi.lab,timer.minutes,decision,decision.lab,score.teacher.selected,follow.advice,decision.comb,man.check.advice,man.check.evaluation,score.teacher.selected.guess,man.check.score.exact,man.check.score,female,age,high.education,income,familiarity.algorithms.gov,congruence.lab
study 2,study2_109,3/25/2020 9:40,3/25/2020 9:44,1,0,0,algorithm,1,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,3.98,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,6,1,0,1,18,0,4,0,1.high
study 2,study2_110,3/25/2020 9:40,3/25/2020 9:45,0,1,0,human,0,0,0 none,0,Dutch teacher,4.52,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,6,1,1,0,29,1,4,NA,1.high
study 2,study2_111,3/25/2020 9:40,3/25/2020 9:45,1,0,0,human,0,0,0 none,0,Dutch teacher,5.25,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,6,1,1,0,62,1,5,NA,1.high
study 2,study2_112,3/25/2020 9:42,3/25/2020 9:45,1,0,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,3,1,F. El Amrani,4,1,1. Select teacher with lowest ILE score,0,1,6,0,0,1,24,1,2,NA,2.low
study 2,study2_113,3/25/2020 9:38,3/25/2020 9:46,1,0,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,7.15,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,6,0,0,0,58,0,3,0,2.low
study 2,study2_114,3/25/2020 9:39,3/25/2020 9:47,0,1,0,human,0,0,0 none,0,Dutch teacher,7.33,1,A. Verhagen,8,0,3. Other selection,0,1,8,1,1,0,64,0,4,NA,1.high
study 2,study2_115,3/25/2020 9:38,3/25/2020 9:47,1,0,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,8.6,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,1,47,0,3,0,2.low
study 2,study2_116,3/25/2020 9:38,3/25/2020 9:48,1,0,0,algorithm,1,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,9.17,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,0,51,0,4,0,1.high
study 2,study2_117,3/25/2020 9:43,3/25/2020 9:48,1,0,0,algorithm,1,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,5.63,1,A. Verhagen,8,0,3. Other selection,1,1,8,1,1,0,69,0,3,0,1.high
study 2,study2_118,3/25/2020 9:41,3/25/2020 9:50,1,0,0,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,8.98,1,A. Verhagen,8,0,3. Other selection,1,1,8,1,1,0,69,0,3,NA,1.high
study 2,study2_119,3/25/2020 9:40,3/25/2020 9:51,1,0,0,algorithm,1,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,10.57,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,62,1,2,1,1.high
study 2,study2_120,3/25/2020 9:42,3/25/2020 9:51,1,0,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,8.87,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,4,0,0,1,25,1,2,NA,2.low
study 2,study2_121,3/25/2020 9:41,3/25/2020 9:51,1,0,0,human,0,0,0 none,0,Dutch teacher,10.65,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,62,1,5,NA,2.low
study 2,study2_122,3/25/2020 9:43,3/25/2020 9:53,1,0,0,algorithm,1,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,9.68,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,0,0,0,1,76,0,1,0,1.high
study 2,study2_123,3/25/2020 9:45,3/25/2020 9:55,0,1,0,algorithm,1,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,9.43,1,A. Verhagen,8,0,3. Other selection,0,1,9,0,1,0,37,1,4,0,1.high
study 2,study2_124,3/25/2020 9:47,3/25/2020 9:56,1,0,0,human,0,0,0 none,0,Dutch teacher,8.78,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,72,1,3,NA,1.high
study 2,study2_125,3/25/2020 9:39,3/25/2020 9:57,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,18.18,1,A. Verhagen,8,0,3. Other selection,0,1,8,1,1,1,37,0,1,0,1.high
study 2,study2_126,3/25/2020 9:40,3/25/2020 10:04,1,0,0,algorithm,1,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,23.57,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,66,0,2,0,1.high
study 2,study2_127,3/25/2020 9:39,3/25/2020 10:08,1,0,0,human,0,0,0 none,0,Dutch teacher,29.48,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,0,59,1,3,NA,2.low
study 2,study2_128,3/25/2020 10:17,3/25/2020 10:21,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,3.55,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,0,6,1,1,1,30,0,4,0,1.high
study 2,study2_129,3/25/2020 10:17,3/25/2020 10:24,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,6.33,1,A. Verhagen,8,0,3. Other selection,1,0,6,0,0,0,77,0,4,0,1.high
study 2,study2_130,3/25/2020 11:18,3/25/2020 11:24,1,0,1,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,5.85,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,4,0,0,0,34,1,5,NA,2.low
study 2,study2_131,3/25/2020 11:16,3/25/2020 11:37,1,0,1,algorithm,1,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,20.57,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,0,65,1,1,1,1.high
study 2,study2_132,3/25/2020 11:45,3/25/2020 11:50,1,0,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,5.6,2,M.S. Jansen,6,0,3. Other selection,1,0,6,1,0,0,38,1,4,NA,2.low
study 2,study2_133,3/25/2020 11:42,3/25/2020 12:04,1,0,0,human,0,0,0 none,0,Dutch teacher,21.47,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,4,0,0,0,62,1,2,NA,2.low
study 2,study2_134,3/25/2020 12:05,3/25/2020 12:09,1,0,0,human,0,0,0 none,0,Dutch teacher,3.65,2,M.S. Jansen,6,0,3. Other selection,0,0,8,0,0,0,31,0,3,NA,2.low
study 2,study2_135,3/25/2020 12:07,3/25/2020 12:19,0,1,0,human,0,0,0 none,0,Dutch teacher,12.52,1,A. Verhagen,4,1,1. Select teacher with lowest ILE score,0,0,7,0,0,1,30,0,1,NA,2.low
study 2,study2_136,3/25/2020 11:42,3/25/2020 12:37,1,0,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,54.5,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,1,0,73,1,4,NA,2.low
study 2,study2_137,3/25/2020 10:17,3/25/2020 14:07,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,229.45,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,0,0,0,0,1,41,0,2,1,1.high
study 2,study2_138,3/24/2020 14:21,3/24/2020 14:32,1,0,1,algorithm,1,0,0 none,0,Dutch teacher,11.42,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,0,68,1,2,0,1.high
study 2,study2_139,3/24/2020 14:13,3/24/2020 14:17,0,1,1,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,4.05,2,M.S. Jansen,6,0,3. Other selection,1,0,8,0,0,0,NA,NA,NA,NA,2.low
study 2,study2_140,3/24/2020 13:04,3/24/2020 13:07,0,1,1,algorithm,1,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,2.88,1,A. Verhagen,8,0,3. Other selection,0,1,6,0,1,1,NA,NA,NA,NA,1.high
study 2,study2_141,3/23/2020 14:19,3/23/2020 14:24,0,1,1,algorithm,1,0,0 none,0,Dutch teacher,5.08,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,6,1,0,1,NA,NA,NA,NA,1.high
study 2,study2_142,3/23/2020 16:00,3/23/2020 16:06,0,1,1,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,5.83,1,F. El Amrani,4,1,1. Select teacher with lowest ILE score,1,1,8,0,0,0,NA,NA,NA,NA,2.low
study 2,study2_143,3/26/2020 11:22,3/26/2020 11:30,1,0,0,human,0,0,0 none,0,Dutch teacher,8.15,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,4,0,0,0,61,1,1,NA,2.low
study 2,study2_144,3/26/2020 11:24,3/26/2020 11:31,1,0,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,7.07,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,1,24,0,2,NA,2.low
study 2,study2_145,3/26/2020 11:22,3/26/2020 11:31,1,0,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,9.88,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,0,8,1,0,1,28,0,1,1,2.low
study 2,study2_146,3/26/2020 11:33,3/26/2020 11:36,0,1,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,3.15,2,M.S. Jansen,6,0,3. Other selection,1,1,6,1,1,0,28,1,4,NA,2.low
study 2,study2_147,3/26/2020 11:33,3/26/2020 11:37,0,1,1,algorithm,1,0,0 none,0,Dutch teacher,4.32,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,0,7,0,0,0,31,1,1,0,2.low
study 2,study2_148,3/26/2020 11:34,3/26/2020 11:38,0,1,0,human,0,0,0 none,0,Dutch teacher,4.03,1,A. Verhagen,4,1,1. Select teacher with lowest ILE score,1,0,4,1,1,0,39,0,4,NA,2.low
study 2,study2_149,3/26/2020 11:33,3/26/2020 11:38,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,5.22,2,M.S. Jansen,4,1,1. Select teacher with lowest ILE score,1,1,4,1,0,0,32,1,5,0,1.high
study 2,study2_150,3/26/2020 11:33,3/26/2020 11:43,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,10.27,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,6,0,0,0,60,1,4,0,2.low
study 2,study2_151,3/26/2020 11:33,3/26/2020 11:44,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,11.37,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,21,1,1,1,1.high
study 2,study2_152,3/26/2020 11:46,3/26/2020 11:52,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,5.87,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,0,4,0,0,1,56,0,1,0,2.low
study 2,study2_153,3/26/2020 11:59,3/26/2020 12:02,1,0,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,3.9,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,5,0,0,0,21,1,5,0,2.low
study 2,study2_154,3/26/2020 12:02,3/26/2020 12:03,0,1,0,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,1.5,1,A. Verhagen,8,0,3. Other selection,0,1,8,1,0,1,36,0,4,NA,1.high
study 2,study2_155,3/26/2020 12:00,3/26/2020 12:03,0,1,0,algorithm,1,0,0 none,0,Dutch teacher,3.1,2,M.S. Jansen,4,1,1. Select teacher with lowest ILE score,1,0,5,0,1,1,28,1,3,0,1.high
study 2,study2_156,3/26/2020 11:59,3/26/2020 12:05,1,0,1,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,5.35,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,43,0,3,NA,1.high
study 2,study2_157,3/26/2020 12:00,3/26/2020 12:06,1,0,0,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,5.67,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,58,0,2,NA,1.high
study 2,study2_158,3/26/2020 11:59,3/26/2020 12:07,1,0,1,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,7.72,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,73,1,3,NA,2.low
study 2,study2_159,3/26/2020 12:01,3/26/2020 12:07,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,6.53,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,19,0,1,0,1.high
study 2,study2_160,3/26/2020 11:59,3/26/2020 12:08,1,0,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,9,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,53,1,5,NA,2.low
study 2,study2_161,3/26/2020 12:02,3/26/2020 12:09,1,0,0,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,7.18,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,6,1,0,0,60,0,1,NA,1.high
study 2,study2_162,3/26/2020 12:02,3/26/2020 12:11,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,9.53,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,0,0,68,0,1,0,2.low
study 2,study2_163,3/26/2020 12:01,3/26/2020 12:13,0,1,0,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,11.72,2,F. El Amrani,4,1,1. Select teacher with lowest ILE score,1,1,4,1,1,0,51,1,4,NA,1.high
study 2,study2_164,3/26/2020 12:00,3/26/2020 12:14,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,14.3,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,6,1,1,1,52,0,1,0,1.high
study 2,study2_165,3/26/2020 12:15,3/26/2020 12:17,0,1,0,algorithm,1,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,2.02,2,F. El Amrani,4,1,1. Select teacher with lowest ILE score,1,0,7,0,1,0,62,0,3,0,1.high
study 2,study2_166,3/26/2020 12:15,3/26/2020 12:17,0,1,0,algorithm,1,0,0 none,0,Dutch teacher,2.32,2,M.S. Jansen,6,0,3. Other selection,1,1,5,0,0,1,37,0,1,1,2.low
study 2,study2_167,3/26/2020 12:16,3/26/2020 12:17,0,1,0,algorithm,1,0,0 none,0,Dutch teacher,1.78,2,M.S. Jansen,4,1,1. Select teacher with lowest ILE score,1,0,5,0,1,0,46,0,2,1,1.high
study 2,study2_168,3/26/2020 12:16,3/26/2020 12:20,1,0,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,3.93,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,33,1,4,NA,2.low
study 2,study2_169,3/26/2020 12:00,3/26/2020 12:20,1,0,0,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,20.68,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,6,1,1,1,43,1,3,NA,1.high
study 2,study2_170,3/26/2020 12:10,3/26/2020 12:21,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,10.45,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,0,49,NA,1,1,1.high
study 2,study2_171,3/26/2020 12:15,3/26/2020 12:21,1,0,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,5.75,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,62,0,5,NA,2.low
study 2,study2_172,3/26/2020 12:16,3/26/2020 12:23,1,0,1,algorithm,1,0,0 none,0,Dutch teacher,6.47,2,M.S. Jansen,4,1,1. Select teacher with lowest ILE score,0,0,4,1,1,0,18,0,3,0,1.high
study 2,study2_173,3/26/2020 12:23,3/26/2020 12:25,0,1,0,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,1.68,2,F. El Amrani,4,1,1. Select teacher with lowest ILE score,0,0,6,0,1,1,27,0,2,NA,1.high
study 2,study2_174,3/26/2020 12:26,3/26/2020 12:28,0,1,1,human,0,0,0 none,0,Dutch teacher,1.97,1,A. Verhagen,8,0,3. Other selection,0,0,9,0,1,0,72,0,3,NA,1.high
study 2,study2_175,3/26/2020 12:24,3/26/2020 12:29,1,0,0,human,0,0,0 none,0,Dutch teacher,5.15,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,1,0,20,1,3,NA,2.low
study 2,study2_176,3/26/2020 12:16,3/26/2020 12:29,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,13.02,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,57,0,3,0,2.low
study 2,study2_177,3/26/2020 12:23,3/26/2020 12:30,1,0,1,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,7.43,1,A. Verhagen,8,0,3. Other selection,1,1,8,1,0,1,37,0,1,NA,1.high
study 2,study2_178,3/26/2020 12:24,3/26/2020 12:31,1,0,0,human,0,0,0 none,0,Dutch teacher,6.42,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,0,1,49,1,4,NA,2.low
study 2,study2_179,3/26/2020 12:23,3/26/2020 12:33,1,0,0,human,0,0,0 none,0,Dutch teacher,9.65,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,0,6,1,1,1,65,1,1,NA,1.high
study 2,study2_180,3/26/2020 12:24,3/26/2020 12:33,1,0,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,9.48,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,1,29,1,1,0,2.low
study 2,study2_181,3/26/2020 12:26,3/26/2020 12:35,1,0,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,9.27,1,F. El Amrani,4,1,1. Select teacher with lowest ILE score,1,1,4,1,1,1,52,0,4,0,2.low
study 2,study2_182,3/26/2020 12:26,3/26/2020 12:37,1,0,0,algorithm,1,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,11.97,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,5,0,0,0,71,0,2,0,1.high
study 2,study2_183,3/26/2020 12:23,3/26/2020 12:41,0,1,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,17.6,2,M.S. Jansen,6,0,3. Other selection,1,1,6,1,1,0,47,0,1,0,2.low
study 2,study2_184,3/26/2020 12:50,3/26/2020 12:56,1,0,0,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,6.27,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,26,1,4,NA,1.high
study 2,study2_185,3/26/2020 12:53,3/26/2020 12:57,0,1,1,human,0,0,0 none,0,Dutch teacher,4.03,1,A. Verhagen,4,1,1. Select teacher with lowest ILE score,1,0,0,0,0,NA,100,0,3,NA,2.low
study 2,study2_186,3/26/2020 12:50,3/26/2020 12:58,0,1,0,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,7.58,1,A. Verhagen,8,0,3. Other selection,1,1,8,1,0,0,54,1,3,NA,1.high
study 2,study2_187,3/26/2020 12:16,3/26/2020 12:58,1,0,1,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,41.33,2,M.S. Jansen,6,0,3. Other selection,1,1,6,1,1,0,59,1,5,0,2.low
study 2,study2_188,3/26/2020 12:51,3/26/2020 12:58,1,0,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,7.03,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,1,1,38,0,3,0,2.low
study 2,study2_189,3/26/2020 12:52,3/26/2020 12:59,1,0,1,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,6.3,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,4,0,1,1,36,1,5,NA,1.high
study 2,study2_190,3/26/2020 12:52,3/26/2020 12:59,1,0,1,human,0,0,0 none,0,Dutch teacher,6.32,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,5,0,1,0,49,0,3,NA,1.high
study 2,study2_191,3/26/2020 12:54,3/26/2020 12:59,1,0,1,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,4.55,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,21,1,2,NA,2.low
study 2,study2_192,3/26/2020 12:53,3/26/2020 13:00,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,7.42,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,30,1,4,0,2.low
study 2,study2_193,3/26/2020 12:53,3/26/2020 13:00,1,0,0,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,7.22,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,0,6,1,1,0,31,0,3,NA,1.high
study 2,study2_194,3/26/2020 12:50,3/26/2020 13:01,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,10.3,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,6,1,1,0,71,0,1,0,1.high
study 2,study2_195,3/26/2020 12:17,3/26/2020 13:01,1,0,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,44.07,2,M.S. Jansen,6,0,3. Other selection,0,1,6,1,1,1,25,1,1,NA,2.low
study 2,study2_196,3/26/2020 12:52,3/26/2020 13:02,1,0,0,human,0,0,0 none,0,Dutch teacher,9.55,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,5,0,0,0,72,NA,2,NA,2.low
study 2,study2_197,3/26/2020 12:01,3/26/2020 13:14,1,0,0,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,72.77,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,0,46,0,4,NA,1.high
study 2,study2_198,3/26/2020 12:54,3/26/2020 13:27,1,0,0,algorithm,1,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,33.43,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,0,0,60,0,1,0,1.high
study 2,study2_199,3/26/2020 12:52,3/26/2020 13:49,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,57.38,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,41,0,5,1,2.low
study 2,study2_200,3/26/2020 13:44,3/26/2020 13:50,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,6.83,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,0,46,0,2,0,1.high
study 2,study2_201,3/26/2020 14:11,3/26/2020 14:15,1,0,0,algorithm,1,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,4.27,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,7,0,1,0,24,1,4,0,1.high
study 2,study2_202,3/26/2020 14:54,3/26/2020 15:01,0,1,1,algorithm,1,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,6.58,2,F. El Amrani,4,1,1. Select teacher with lowest ILE score,1,0,4,1,1,0,44,0,4,0,1.high
study 2,study2_203,3/26/2020 12:51,3/26/2020 15:13,1,0,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,141.8,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,0,6,0,0,1,60,0,1,0,2.low
study 2,study2_204,3/26/2020 15:09,3/26/2020 15:16,1,0,0,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,6.47,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,6,1,1,1,22,1,1,NA,1.high
study 2,study2_205,3/26/2020 15:25,3/26/2020 15:27,0,1,1,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,1.38,2,M.S. Jansen,6,0,3. Other selection,0,0,4,0,0,0,94,1,4,1,2.low
study 2,study2_206,3/26/2020 15:29,3/26/2020 15:36,1,0,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,7.5,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,31,1,4,0,2.low
study 2,study2_207,3/26/2020 15:18,3/26/2020 15:38,1,0,0,human,0,0,0 none,0,Dutch teacher,20.25,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,0,0,76,1,5,NA,2.low
study 2,study2_208,3/26/2020 15:44,3/26/2020 15:53,1,0,0,human,0,0,0 none,0,Dutch teacher,8.63,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,6,1,1,0,37,0,3,NA,1.high
study 2,study2_209,3/26/2020 12:21,3/26/2020 16:06,1,0,0,algorithm,1,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,224.98,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,6,1,1,0,68,1,3,1,1.high
study 2,study2_210,3/26/2020 15:35,3/26/2020 16:15,1,0,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,39.6,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,0,66,1,5,0,2.low
study 2,study2_211,3/26/2020 16:03,3/26/2020 16:21,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,17.68,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,0,1,77,1,2,0,2.low
study 2,study2_212,3/26/2020 16:32,3/26/2020 16:38,1,0,0,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,6.47,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,0,6,1,1,1,56,0,3,NA,1.high
study 2,study2_213,3/26/2020 16:32,3/26/2020 16:46,1,0,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,14.67,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,53,1,1,NA,2.low
study 2,study2_214,3/26/2020 16:45,3/26/2020 16:58,1,0,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,13.05,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,0,0,44,0,1,0,2.low
study 2,study2_215,3/26/2020 17:07,3/26/2020 17:13,1,0,0,human,0,0,0 none,0,Dutch teacher,6.02,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,55,0,5,NA,2.low
