study,participant.id,start.date,end.date,IMC,excluded,advice,advice.algorithm,timer.minutes,decision,decision.lab,score.teacher.selected,follow.advice,decision.comb,man.check.advice,man.check.evaluation,score.teacher.selected.guess,man.check.score.exact,man.check.score,female,age,high.education,income,teacher.order,familiarity.algorithms.gov,congruence.lab
study 1,study1_478,14-02-20 16:30,14-02-20 16:34,1,0,algorithm,1,4.2,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,4,0,0,1,24,1,2,Verhagen-Jansen-den Heijer,0,1.high
study 1,study1_479,14-02-20 16:29,14-02-20 16:39,0,1,human,0,10.2,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,0,1,69,0,2,Verhagen-Jansen-den Heijer,NA,3.low
study 1,study1_480,14-02-20 16:39,14-02-20 16:42,0,1,human,0,2.68,2,2.Jansen,4,1,1. Select teacher with lowest ILE score,1,0,7,0,0,0,20,1,5,Jansen-den Heijer-Verhagen,NA,1.high
study 1,study1_481,14-02-20 16:41,14-02-20 16:46,1,0,human,0,5.5,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,6,1,1,0,60,0,4,Verhagen-Jansen-den Heijer,NA,2.medium
study 1,study1_482,14-02-20 16:44,14-02-20 16:47,0,1,algorithm,1,2.92,1,1.Verhagen,8,0,3. Other selection,1,0,4,0,0,1,41,0,3,den Heijer-Jansen-Verhagen,0,1.high
study 1,study1_483,14-02-20 16:46,14-02-20 16:49,1,0,human,0,3.5,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,0,5,0,1,0,24,1,2,den Heijer-Jansen-Verhagen,NA,2.medium
study 1,study1_484,14-02-20 16:34,14-02-20 16:53,0,1,human,0,19.2,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,3,0,0,1,52,NA,1,den Heijer-Jansen-Verhagen,NA,1.high
study 1,study1_485,14-02-20 16:46,14-02-20 16:54,1,0,human,0,7.87,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,43,1,3,Jansen-Verhagen-den Heijer,NA,1.high
study 1,study1_486,14-02-20 16:43,14-02-20 16:58,1,0,algorithm,1,14.25,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,4,0,0,1,51,0,2,Jansen-den Heijer-Verhagen,0,1.high
study 1,study1_487,14-02-20 16:46,14-02-20 16:58,1,0,algorithm,1,12.28,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,0,24,0,1,Verhagen-Jansen-den Heijer,0,2.medium
study 1,study1_488,14-02-20 16:57,14-02-20 17:03,0,1,algorithm,1,5.67,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,0,0,4,1,1,0,32,0,2,Jansen-Verhagen-den Heijer,0,2.medium
study 1,study1_489,14-02-20 16:57,14-02-20 17:04,0,1,human,0,7.2,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,5,0,0,1,41,0,1,Jansen-Verhagen-den Heijer,NA,2.medium
study 1,study1_490,14-02-20 17:01,14-02-20 17:06,1,0,human,0,5.08,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,4,0,0,0,25,0,4,Jansen-den Heijer-Verhagen,NA,1.high
study 1,study1_491,14-02-20 16:59,14-02-20 17:07,1,0,algorithm,1,8.2,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,0,20,1,4,Jansen-Verhagen-den Heijer,0,2.medium
study 1,study1_492,14-02-20 17:05,14-02-20 17:07,0,1,algorithm,1,2.27,2,2.Jansen,6,0,3. Other selection,1,0,8,0,0,0,20,0,4,Jansen-Verhagen-den Heijer,1,3.low
study 1,study1_493,14-02-20 17:05,14-02-20 17:08,0,1,human,0,3.28,1,1.Verhagen,8,0,3. Other selection,1,1,8,1,1,0,40,0,5,Jansen-Verhagen-den Heijer,NA,1.high
study 1,study1_494,14-02-20 16:59,14-02-20 17:10,0,1,algorithm,1,10.77,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,1,0,0,1,46,0,1,Jansen-Verhagen-den Heijer,1,1.high
study 1,study1_495,14-02-20 16:57,14-02-20 17:11,1,0,human,0,13.8,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,1,1,4,1,1,1,43,1,2,den Heijer-Jansen-Verhagen,NA,3.low
study 1,study1_496,14-02-20 17:04,14-02-20 17:11,1,0,human,0,7.15,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,1,1,4,1,1,1,49,0,2,Jansen-den Heijer-Verhagen,NA,2.medium
study 1,study1_497,14-02-20 17:05,14-02-20 17:14,1,0,human,0,8.83,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,43,0,1,Jansen-Verhagen-den Heijer,NA,1.high
study 1,study1_498,14-02-20 17:07,14-02-20 17:14,1,0,algorithm,1,7.32,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,0,1,35,0,1,den Heijer-Jansen-Verhagen,0,1.high
study 1,study1_499,14-02-20 16:02,14-02-20 17:15,0,1,human,0,73.02,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,8,0,0,1,47,1,3,den Heijer-Jansen-Verhagen,NA,1.high
study 1,study1_500,14-02-20 17:10,14-02-20 17:17,1,0,algorithm,1,7.37,2,2.Jansen,6,0,3. Other selection,1,1,6,1,1,1,33,1,5,Jansen-Verhagen-den Heijer,0,3.low
study 1,study1_501,14-02-20 17:16,14-02-20 17:19,1,1,algorithm,1,2.82,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,4,0,0,1,30,0,2,den Heijer-Jansen-Verhagen,0,2.medium
study 1,study1_502,14-02-20 17:12,14-02-20 17:20,0,1,algorithm,1,8.42,2,2.Jansen,6,0,3. Other selection,1,0,6,1,1,0,73,0,2,Jansen-den Heijer-Verhagen,0,3.low
study 1,study1_503,14-02-20 17:09,14-02-20 17:20,1,0,human,0,10.92,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,6,0,0,1,70,1,4,den Heijer-Jansen-Verhagen,NA,3.low
study 1,study1_504,14-02-20 17:13,14-02-20 17:20,1,0,algorithm,1,7.33,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,6,1,1,1,52,1,3,den Heijer-Jansen-Verhagen,0,2.medium
study 1,study1_505,14-02-20 17:16,14-02-20 17:20,0,1,algorithm,1,4.32,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,2,0,0,1,19,0,1,den Heijer-Jansen-Verhagen,0,2.medium
study 1,study1_506,14-02-20 17:13,14-02-20 17:21,1,0,human,0,7.42,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,31,0,1,den Heijer-Jansen-Verhagen,NA,1.high
study 1,study1_507,14-02-20 17:16,14-02-20 17:21,1,0,algorithm,1,4.9,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,1,1,36,0,4,Jansen-Verhagen-den Heijer,0,3.low
study 1,study1_508,14-02-20 17:16,14-02-20 17:22,1,0,algorithm,1,5.55,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,6,1,1,1,43,1,4,Jansen-Verhagen-den Heijer,0,1.high
study 1,study1_509,14-02-20 17:13,14-02-20 17:24,1,0,human,0,11.2,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,6,0,0,0,60,0,1,Jansen-den Heijer-Verhagen,NA,3.low
study 1,study1_510,14-02-20 17:04,14-02-20 17:27,1,0,human,0,22.93,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,6,1,1,0,72,0,3,Jansen-Verhagen-den Heijer,NA,1.high
study 1,study1_511,14-02-20 16:39,14-02-20 17:32,1,0,human,0,53,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,39,1,2,den Heijer-Jansen-Verhagen,NA,3.low
study 1,study1_512,14-02-20 17:16,14-02-20 17:58,1,0,human,0,42,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,61,0,1,Jansen-den Heijer-Verhagen,NA,1.high
study 1,study1_513,14-02-20 18:10,14-02-20 18:12,0,1,algorithm,1,2.43,2,2.Jansen,6,0,3. Other selection,1,0,8,0,1,0,29,1,3,den Heijer-Jansen-Verhagen,0,3.low
study 1,study1_514,14-02-20 18:43,14-02-20 18:53,1,0,algorithm,1,10.32,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,52,0,1,Jansen-den Heijer-Verhagen,0,3.low
study 1,study1_515,14-02-20 14:51,14-02-20 22:18,0,1,human,0,446.78,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,0,7,0,0,0,71,1,5,Verhagen-Jansen-den Heijer,NA,3.low
study 1,study1_516,14-02-20 10:49,15-02-20 8:53,1,0,human,0,1324.17,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,1,0,4,1,1,0,52,0,3,Jansen-Verhagen-den Heijer,NA,3.low
study 1,study1_517,14-02-20 10:34,15-02-20 11:49,1,0,human,0,1514.95,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,44,0,1,den Heijer-Jansen-Verhagen,NA,3.low
study 1,study1_518,14-02-20 17:16,15-02-20 12:08,1,0,algorithm,1,1131.82,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,1,0,4,1,1,0,61,0,2,Jansen-Verhagen-den Heijer,1,2.medium
study 1,study1_519,15-02-20 14:23,15-02-20 14:25,0,1,human,0,2.25,2,2.Jansen,4,1,1. Select teacher with lowest ILE score,1,0,8,0,0,0,52,1,3,Jansen-den Heijer-Verhagen,NA,1.high
study 1,study1_520,15-02-20 14:23,15-02-20 14:26,1,1,algorithm,1,2.82,1,1.Verhagen,8,0,3. Other selection,0,0,5,0,0,0,45,1,4,den Heijer-Jansen-Verhagen,1,1.high
study 1,study1_521,15-02-20 14:24,15-02-20 14:27,1,1,human,0,2.92,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,6,1,1,1,23,0,1,Verhagen-Jansen-den Heijer,NA,2.medium
study 1,study1_522,15-02-20 14:23,15-02-20 14:27,1,0,human,0,3.85,1,1.Verhagen,8,0,3. Other selection,0,0,8,1,1,1,39,0,3,Jansen-den Heijer-Verhagen,NA,1.high
study 1,study1_523,15-02-20 14:23,15-02-20 14:27,0,1,human,0,4.67,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,1,1,8,0,0,1,55,1,4,den Heijer-Jansen-Verhagen,NA,2.medium
study 1,study1_524,15-02-20 14:23,15-02-20 14:28,1,0,algorithm,1,5.2,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,6,1,0,1,71,0,3,den Heijer-Jansen-Verhagen,0,1.high
study 1,study1_525,15-02-20 14:23,15-02-20 14:29,1,0,human,0,5.77,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,7,0,1,1,46,1,4,Jansen-Verhagen-den Heijer,NA,2.medium
study 1,study1_526,15-02-20 14:27,15-02-20 14:29,0,1,human,0,1.92,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,0,0,9,0,1,0,76,0,3,Verhagen-Jansen-den Heijer,NA,3.low
study 1,study1_527,15-02-20 14:23,15-02-20 14:29,1,0,human,0,6.05,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,0,1,72,0,1,Jansen-den Heijer-Verhagen,NA,3.low
study 1,study1_528,15-02-20 14:23,15-02-20 14:29,0,1,algorithm,1,6.62,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,6,1,1,1,30,0,2,Verhagen-Jansen-den Heijer,0,2.medium
study 1,study1_529,15-02-20 14:23,15-02-20 14:30,1,0,human,0,6.72,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,0,4,0,0,1,58,0,1,Verhagen-Jansen-den Heijer,NA,1.high
study 1,study1_530,15-02-20 14:27,15-02-20 14:31,0,1,human,0,3.77,2,2.Jansen,4,1,1. Select teacher with lowest ILE score,1,1,5,0,0,0,18,0,1,Jansen-den Heijer-Verhagen,NA,1.high
study 1,study1_531,15-02-20 14:25,15-02-20 14:31,1,0,human,0,5.95,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,6,1,1,0,65,0,5,Verhagen-Jansen-den Heijer,NA,1.high
study 1,study1_532,15-02-20 14:23,15-02-20 14:31,0,1,algorithm,1,8.68,2,2.Jansen,4,1,1. Select teacher with lowest ILE score,0,0,7,0,0,0,72,0,3,den Heijer-Jansen-Verhagen,0,1.high
study 1,study1_533,15-02-20 14:27,15-02-20 14:32,1,0,human,0,5.07,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,6,1,0,0,48,1,4,den Heijer-Jansen-Verhagen,NA,1.high
study 1,study1_534,15-02-20 14:24,15-02-20 14:32,1,0,algorithm,1,8.53,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,6,1,0,1,66,0,3,Jansen-Verhagen-den Heijer,0,1.high
study 1,study1_535,15-02-20 14:24,15-02-20 14:32,1,0,algorithm,1,8.47,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,6,1,1,1,22,1,1,Verhagen-Jansen-den Heijer,0,2.medium
study 1,study1_536,15-02-20 14:24,15-02-20 14:33,0,1,algorithm,1,8.9,2,2.Jansen,4,1,1. Select teacher with lowest ILE score,1,0,4,1,0,1,73,0,1,Verhagen-Jansen-den Heijer,0,1.high
study 1,study1_537,15-02-20 14:23,15-02-20 14:33,1,0,algorithm,1,10.35,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,61,1,4,Verhagen-Jansen-den Heijer,1,3.low
study 1,study1_538,15-02-20 14:25,15-02-20 14:34,1,0,algorithm,1,9.1,1,1.Verhagen,8,0,3. Other selection,1,1,8,1,0,0,62,0,3,den Heijer-Jansen-Verhagen,1,1.high
study 1,study1_539,15-02-20 14:31,15-02-20 14:35,1,0,human,0,4.57,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,0,1,8,0,0,0,72,0,3,Jansen-den Heijer-Verhagen,NA,2.medium
study 1,study1_540,15-02-20 14:23,15-02-20 14:36,1,0,human,0,12.78,2,2.Jansen,4,1,1. Select teacher with lowest ILE score,1,1,4,1,1,1,82,0,1,Jansen-den Heijer-Verhagen,NA,1.high
study 1,study1_541,15-02-20 14:28,15-02-20 14:36,1,0,human,0,7.95,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,46,1,2,Verhagen-Jansen-den Heijer,NA,3.low
study 1,study1_542,15-02-20 14:36,15-02-20 14:38,0,1,human,0,1.63,2,2.Jansen,4,1,1. Select teacher with lowest ILE score,0,0,0,0,0,0,27,1,5,Jansen-den Heijer-Verhagen,NA,1.high
study 1,study1_543,15-02-20 14:36,15-02-20 14:38,1,1,human,0,1.52,2,2.Jansen,8,0,3. Other selection,1,0,0,0,0,0,70,0,5,Jansen-den Heijer-Verhagen,NA,2.medium
study 1,study1_544,15-02-20 14:26,15-02-20 14:39,1,0,algorithm,1,13.02,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,67,1,4,Jansen-den Heijer-Verhagen,0,3.low
study 1,study1_545,15-02-20 14:26,15-02-20 14:42,1,0,algorithm,1,16.18,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,4,0,0,0,73,1,3,den Heijer-Jansen-Verhagen,0,1.high
study 1,study1_546,15-02-20 14:40,15-02-20 14:42,0,1,human,0,1.93,2,2.Jansen,8,0,3. Other selection,1,0,7,0,1,1,22,0,2,Verhagen-Jansen-den Heijer,NA,2.medium
study 1,study1_547,15-02-20 14:31,15-02-20 14:42,1,0,algorithm,1,11.67,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,0,0,0,0,70,0,3,Jansen-Verhagen-den Heijer,0,1.high
study 1,study1_548,15-02-20 14:40,15-02-20 14:43,0,1,human,0,2.57,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,0,1,8,0,1,0,35,1,2,Jansen-Verhagen-den Heijer,NA,2.medium
study 1,study1_549,15-02-20 14:38,15-02-20 14:44,1,0,human,0,6.32,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,55,0,1,Verhagen-Jansen-den Heijer,NA,2.medium
study 1,study1_550,15-02-20 14:40,15-02-20 14:44,1,0,human,0,3.83,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,0,6,1,1,1,30,1,3,Jansen-den Heijer-Verhagen,NA,2.medium
study 1,study1_551,15-02-20 14:41,15-02-20 14:45,0,1,algorithm,1,3.83,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,6,1,0,0,26,1,3,Jansen-Verhagen-den Heijer,0,2.medium
study 1,study1_552,15-02-20 14:40,15-02-20 14:45,1,0,human,0,5.52,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,1,1,4,1,1,0,42,1,1,den Heijer-Jansen-Verhagen,NA,3.low
study 1,study1_553,15-02-20 14:40,15-02-20 14:46,1,0,human,0,6.23,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,1,1,4,1,1,1,20,1,3,Jansen-Verhagen-den Heijer,NA,2.medium
study 1,study1_554,15-02-20 14:38,15-02-20 14:46,1,0,algorithm,1,8.57,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,43,0,3,Verhagen-Jansen-den Heijer,1,1.high
study 1,study1_555,15-02-20 14:45,15-02-20 14:47,0,1,algorithm,1,1.73,2,2.Jansen,8,0,3. Other selection,1,0,7,0,1,0,27,0,4,Verhagen-Jansen-den Heijer,0,2.medium
study 1,study1_556,15-02-20 14:41,15-02-20 14:47,1,0,human,0,6.25,2,2.Jansen,8,0,3. Other selection,1,0,8,1,1,0,78,0,1,den Heijer-Jansen-Verhagen,NA,2.medium
study 1,study1_557,15-02-20 14:42,15-02-20 14:49,1,0,human,0,7.18,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,6,1,1,1,35,1,2,Jansen-Verhagen-den Heijer,NA,2.medium
study 1,study1_558,15-02-20 14:40,15-02-20 14:49,1,0,human,0,9.4,2,2.Jansen,6,0,3. Other selection,1,1,6,1,1,1,59,0,1,den Heijer-Jansen-Verhagen,NA,3.low
study 1,study1_559,15-02-20 14:43,15-02-20 14:49,1,0,human,0,6.67,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,42,1,4,Verhagen-Jansen-den Heijer,NA,3.low
study 1,study1_560,15-02-20 14:42,15-02-20 14:51,1,0,algorithm,1,8.33,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,0,1,4,1,0,1,55,0,1,Verhagen-Jansen-den Heijer,1,2.medium
study 1,study1_561,15-02-20 14:43,15-02-20 14:51,1,0,algorithm,1,8.38,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,4,0,0,1,34,0,1,Jansen-den Heijer-Verhagen,0,2.medium
study 1,study1_562,15-02-20 14:42,15-02-20 14:51,1,0,algorithm,1,8.88,2,2.Jansen,6,0,3. Other selection,1,1,6,1,1,0,35,1,4,Jansen-Verhagen-den Heijer,0,3.low
study 1,study1_563,15-02-20 14:43,15-02-20 14:51,1,0,algorithm,1,8.7,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,48,0,1,Jansen-den Heijer-Verhagen,0,2.medium
study 1,study1_564,15-02-20 14:46,15-02-20 14:52,1,0,human,0,5.9,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,6,1,1,0,60,0,3,den Heijer-Jansen-Verhagen,NA,1.high
study 1,study1_565,15-02-20 14:41,15-02-20 14:53,1,0,algorithm,1,12.35,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,35,0,5,Jansen-den Heijer-Verhagen,0,1.high
study 1,study1_566,15-02-20 14:45,15-02-20 14:57,1,0,algorithm,1,11.35,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,0,69,1,4,Jansen-Verhagen-den Heijer,1,1.high
study 1,study1_567,17-02-20 14:23,17-02-20 14:26,1,0,algorithm,1,3.4,1,1.Verhagen,8,0,3. Other selection,0,1,6,0,0,1,20,0,3,Jansen-Verhagen-den Heijer,0,1.high
study 1,study1_568,17-02-20 14:23,17-02-20 14:30,1,0,human,0,7.33,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,0,70,0,4,Verhagen-Jansen-den Heijer,NA,1.high
study 1,study1_569,17-02-20 14:23,17-02-20 14:44,1,0,algorithm,1,21.3,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,3,0,0,1,59,0,1,Verhagen-Jansen-den Heijer,0,2.medium
study 1,study1_570,17-02-20 15:14,17-02-20 15:17,0,1,algorithm,1,2.85,1,1.Verhagen,8,0,3. Other selection,0,0,8,1,0,0,32,1,4,Jansen-Verhagen-den Heijer,0,1.high
study 1,study1_571,17-02-20 15:29,17-02-20 15:39,1,0,algorithm,1,10.25,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,0,21,1,3,den Heijer-Jansen-Verhagen,1,1.high
study 1,study1_572,17-02-20 16:02,17-02-20 16:12,1,0,algorithm,1,10.2,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,23,1,4,Jansen-den Heijer-Verhagen,0,1.high
study 1,study1_573,18-02-20 11:36,18-02-20 11:40,0,1,human,0,3.35,2,2.Jansen,8,0,3. Other selection,1,1,6,0,0,0,46,1,4,den Heijer-Jansen-Verhagen,NA,2.medium
study 1,study1_574,18-02-20 11:34,18-02-20 11:40,1,0,algorithm,1,5.8,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,4,0,1,1,47,0,3,Jansen-den Heijer-Verhagen,0,2.medium
study 1,study1_575,18-02-20 11:39,18-02-20 11:41,0,1,human,0,1.73,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,0,2,0,0,NA,23,0,5,Jansen-den Heijer-Verhagen,NA,3.low
study 1,study1_576,18-02-20 11:36,18-02-20 11:41,0,1,algorithm,1,4.25,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,0,0,10,0,0,0,100,1,4,den Heijer-Jansen-Verhagen,1,3.low
study 1,study1_577,18-02-20 11:39,18-02-20 11:42,1,0,algorithm,1,3.18,2,2.Jansen,4,1,1. Select teacher with lowest ILE score,1,0,9,0,0,0,33,1,3,Verhagen-Jansen-den Heijer,0,1.high
study 1,study1_578,18-02-20 11:39,18-02-20 11:42,1,1,algorithm,1,2.88,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,0,0,6,0,0,0,22,1,2,Verhagen-Jansen-den Heijer,0,3.low
study 1,study1_579,18-02-20 11:36,18-02-20 11:42,1,0,algorithm,1,5.78,1,1.Verhagen,8,0,3. Other selection,1,0,8,1,1,0,55,0,4,Jansen-Verhagen-den Heijer,0,1.high
study 1,study1_580,18-02-20 11:39,18-02-20 11:42,0,1,algorithm,1,2.9,1,1.Verhagen,8,0,3. Other selection,0,1,2,0,0,0,25,1,2,Jansen-Verhagen-den Heijer,0,1.high
study 1,study1_581,18-02-20 11:39,18-02-20 11:42,1,0,algorithm,1,3.37,2,2.Jansen,8,0,3. Other selection,0,0,8,1,1,1,46,0,1,Jansen-den Heijer-Verhagen,0,2.medium
study 1,study1_582,18-02-20 11:40,18-02-20 11:43,0,1,human,0,3.1,2,2.Jansen,6,0,3. Other selection,0,0,7,0,0,0,70,0,4,Verhagen-Jansen-den Heijer,NA,3.low
study 1,study1_583,18-02-20 11:41,18-02-20 11:43,1,1,human,0,2.53,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,0,8,0,0,0,24,0,3,Jansen-den Heijer-Verhagen,NA,1.high
study 1,study1_584,18-02-20 11:41,18-02-20 11:44,0,1,human,0,2.13,2,2.Jansen,6,0,3. Other selection,1,0,6,1,0,0,27,0,4,den Heijer-Jansen-Verhagen,NA,3.low
study 1,study1_585,18-02-20 11:41,18-02-20 11:44,0,1,human,0,2.27,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,10,0,0,0,76,1,3,den Heijer-Jansen-Verhagen,NA,2.medium
study 1,study1_586,18-02-20 11:40,18-02-20 11:44,1,0,human,0,4.25,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,8,0,1,1,33,1,4,den Heijer-Jansen-Verhagen,NA,2.medium
study 1,study1_587,18-02-20 11:39,18-02-20 11:44,1,0,algorithm,1,5.28,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,0,0,7,0,1,1,53,0,4,Jansen-Verhagen-den Heijer,0,2.medium
study 1,study1_588,18-02-20 11:39,18-02-20 11:45,1,0,human,0,5.63,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,5,0,0,0,65,1,1,den Heijer-Jansen-Verhagen,NA,1.high
study 1,study1_589,18-02-20 11:40,18-02-20 11:45,1,0,human,0,4.8,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,24,0,3,Jansen-Verhagen-den Heijer,NA,2.medium
study 1,study1_590,18-02-20 11:39,18-02-20 11:45,1,0,algorithm,1,5.55,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,4,0,0,1,47,1,2,Jansen-den Heijer-Verhagen,0,1.high
study 1,study1_591,18-02-20 11:40,18-02-20 11:45,1,0,human,0,4.35,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,32,1,4,Jansen-Verhagen-den Heijer,NA,2.medium
study 1,study1_592,18-02-20 11:41,18-02-20 11:45,0,1,algorithm,1,4.58,2,2.Jansen,6,0,3. Other selection,1,1,7,0,1,0,22,0,1,den Heijer-Jansen-Verhagen,0,3.low
study 1,study1_593,18-02-20 11:39,18-02-20 11:45,1,0,human,0,6.62,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,7,0,0,1,45,0,1,Verhagen-Jansen-den Heijer,NA,1.high
study 1,study1_594,18-02-20 11:40,18-02-20 11:46,1,0,algorithm,1,5.92,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,0,6,1,1,1,21,1,2,Verhagen-Jansen-den Heijer,0,2.medium
study 1,study1_595,18-02-20 11:39,18-02-20 11:46,1,0,human,0,7,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,1,0,4,1,1,0,66,0,3,den Heijer-Jansen-Verhagen,NA,3.low
study 1,study1_596,18-02-20 11:43,18-02-20 11:46,0,1,human,0,3.37,2,2.Jansen,4,1,1. Select teacher with lowest ILE score,1,0,8,0,0,1,55,0,5,Jansen-Verhagen-den Heijer,NA,1.high
study 1,study1_597,18-02-20 11:40,18-02-20 11:46,1,0,human,0,5.85,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,1,0,4,1,1,1,45,0,2,den Heijer-Jansen-Verhagen,NA,2.medium
